"","year","month","observation_date","GDPC1","GDPchange_annual","INDPRO","INDPROchange_annual","T10Y3M","UNRATE","UNRATEchange_annual","CPIAUCSL","CPIchange_annual","vix","HedgingPressure"
"395","2014","11",2014-11-01,17141.235,0.0256375966626699,103.6669,0.0348456020491894,2.16,5.8,-1.1,236.983,0.0123152498932081,13.4131578947368,-0.223663819413236
"396","2014","12",2014-12-01,17141.235,0.0256375966626699,103.6139,0.0323626175450204,2.13,5.6,-1.1,236.252,0.0065312139196231,16.2922727272727,-0.23151621140533
"397","2015","01",2015-01-01,17280.647,0.0376120277308245,102.8479,0.0280883264359543,1.66,5.7,-0.899999999999999,234.747,-0.00229930978205432,19.1195,-0.21278020558403
"398","2015","02",2015-02-01,17280.647,0.0376120277308245,102.2292,0.0142610807625225,1.98,5.5,-1.2,235.342,-0.000870314629352036,15.9042105263158,-0.190239469715786
"399","2015","03",2015-03-01,17280.647,0.0376120277308245,101.8945,0.00114268084914054,1.91,5.4,-1.3,235.976,-0.000220312844238787,14.8127272727273,-0.171023852327245
"400","2015","04",2015-04-01,17380.875,0.030398546748779,101.2859,-0.00537935869952673,2.04,5.4,-0.8,236.222,-0.00104030989393906,13.4947619047619,-0.200229537876818
"401","2015","05",2015-05-01,17380.875,0.030398546748779,100.8408,-0.0136130878145404,2.11,5.6,-0.7,237.001,0.000350332182442864,13.3385,-0.228760750710302
"402","2015","06",2015-06-01,17380.875,0.030398546748779,100.5063,-0.0201409348731918,2.34,5.3,-0.8,237.657,0.00179571809755056,14.3395454545455,-0.230171373471932
"403","2015","07",2015-07-01,17437.08,0.0218266851126331,101.1831,-0.0161870101382721,2.12,5.2,-1,238.034,0.00225686111040936,14.3522727272727,-0.179377870698886
"404","2015","08",2015-08-01,17437.08,0.0218266851126331,100.9115,-0.0169275716981445,2.13,5.1,-1,238.033,0.00241303798534481,19.4280952380952,-0.162200263317294
"405","2015","09",2015-09-01,17437.08,0.0218266851126331,100.568,-0.0234770230458956,2.06,5,-0.9,237.498,8.84296163417366e-05,24.3771428571429,-0.171501976724256
"406","2015","10",2015-10-01,17462.579,0.0187468405864572,100.1588,-0.0275004345035639,2.08,5,-0.7,237.733,0.00127616560670512,16.7895454545455,-0.180737707998687
"407","2015","11",2015-11-01,17462.579,0.0187468405864572,99.4099,-0.0410642162541757,1.99,5.1,-0.7,238.017,0.0043631821691851,16.21,-0.168633271501444
"408","2015","12",2015-12-01,17462.579,0.0187468405864572,98.8329,-0.046142457720441,2.11,5,-0.6,237.761,0.00638724751536489,18.0254545454545,-0.151312606660417
"409","2016","01",2016-01-01,17565.465,0.016481906030486,99.4797,-0.0327493317802308,1.61,4.8,-0.9,237.652,0.0123750250269438,23.7178947368421,-0.140991633631164
"410","2016","02",2016-02-01,17565.465,0.016481906030486,98.9583,-0.0319957507248419,1.41,4.9,-0.6,237.336,0.00847277579012671,22.517,-0.136699696458508
"411","2016","03",2016-03-01,17565.465,0.016481906030486,98.1954,-0.036303235208966,1.57,5,-0.4,238.08,0.00891616096552197,15.8490909090909,-0.185343999075864
"412","2016","04",2016-04-01,17618.581,0.0136762965040597,98.4673,-0.0278281577198801,1.61,5.1,-0.300000000000001,238.992,0.0117262575035347,14.3004761904762,-0.207822146794779
"413","2016","05",2016-05-01,17618.581,0.0136762965040597,98.2889,-0.0253062252580305,1.5,4.8,-0.8,239.557,0.0107847646212463,14.8528571428571,-0.220245806814808
"414","2016","06",2016-06-01,17618.581,0.0136762965040597,98.7201,-0.0177720202614164,1.23,4.9,-0.399999999999999,240.222,0.0107928653479594,17.7745454545455,-0.210822943430231
"415","2016","07",2016-07-01,17724.489,0.0164826335602062,98.8992,-0.0225719512448225,1.18,4.8,-0.4,240.101,0.00868363343051836,13.1585,-0.203634709981839
"416","2016","08",2016-08-01,17724.489,0.0164826335602062,98.7249,-0.0216684916981712,1.25,4.9,-0.199999999999999,240.545,0.0105531585956569,12.3995652173913,-0.193250541324214
"417","2016","09",2016-09-01,17724.489,0.0164826335602062,98.606,-0.0195091878132209,1.31,5,0,241.176,0.0154864462016522,14.2195238095238,-0.182395923005846
"418","2016","10",2016-10-01,17812.56,0.0200417704624271,98.6703,-0.0148614000966465,1.5,4.9,-0.0999999999999996,241.741,0.0168592496624365,14.5852380952381,-0.252560871332817
"419","2016","11",2016-11-01,17812.56,0.0200417704624271,98.2288,-0.011881110432663,1.89,4.7,-0.399999999999999,242.026,0.016843334719789,15.2361904761905,-0.184290531840007
"420","2016","12",2016-12-01,17812.56,0.0200417704624271,98.8958,0.000636427748249814,1.94,4.7,-0.3,242.637,0.0205079891151198,12.472380952381,-0.252138843735962
"421","2017","01",2017-01-01,17896.623,0.0188527886964563,98.7446,-0.00738944729427198,1.93,4.7,-0.0999999999999996,243.618,0.0251039334825712,11.6085,-0.2669400137941
"422","2017","02",2017-02-01,17896.623,0.0188527886964563,98.3676,-0.00596918095803988,1.83,4.6,-0.300000000000001,244.006,0.0281036168132942,11.5305263157895,-0.280741587181822
"423","2017","03",2017-03-01,17896.623,0.0188527886964563,99.1065,0.00927843870486795,1.64,4.4,-0.6,243.892,0.0244119623655913,11.8978260869565,-0.233076631033375
"424","2017","04",2017-04-01,17996.802,0.0214671658290756,100.0363,0.0159342238489326,1.49,4.4,-0.699999999999999,244.193,0.0217622347191539,13.1363157894737,-0.225063962365902
"425","2017","05",2017-05-01,17996.802,0.0214671658290756,100.147,0.0189044744625284,1.23,4.4,-0.399999999999999,244.004,0.0185634316676198,10.8622727272727,-0.183635165355747
"426","2017","06",2017-06-01,17996.802,0.0214671658290756,100.3042,0.0160463775867325,1.28,4.3,-0.600000000000001,244.163,0.0164056580995912,10.5136363636364,-0.188064197941855
"427","2017","07",2017-07-01,18126.226,0.0226656463833737,100.2092,0.0132458098751052,1.23,4.3,-0.5,244.243,0.017251073506566,10.2645,-0.190878523073065
"428","2017","08",2017-08-01,18126.226,0.0226656463833737,99.7055,0.00993265123590903,1.11,4.4,-0.5,245.183,0.0192812155729697,11.975652173913,-0.231753087272843
"429","2017","09",2017-09-01,18126.226,0.0226656463833737,99.7485,0.0115865160335072,1.27,4.3,-0.7,246.435,0.0218056523037119,10.438,-0.196978794094324
"430","2017","10",2017-10-01,18296.685,0.0271788558185909,100.988,0.0234893377237122,1.23,4.2,-0.7,246.626,0.0202075775313248,10.1254545454545,-0.217630415246852
"431","2017","11",2017-11-01,18296.685,0.0271788558185909,101.273,0.0309909110159138,1.15,4.2,-0.5,247.284,0.0217249386429556,10.5404761904762,-0.275963714100672
"432","2017","12",2017-12-01,18296.685,0.0271788558185909,101.3696,0.0250142068722839,1.01,4.1,-0.600000000000001,247.805,0.0212993071955226,10.2645,-0.290712376928604
"433","2018","01",2018-01-01,18436.262,0.030153118831413,101.3561,0.0264470158368153,1.26,4,-0.7,248.743,0.0210370333883375,11.062380952381,-0.321468055149793
"434","2018","02",2018-02-01,18436.262,0.030153118831413,101.6495,0.0333636278612064,1.22,4.1,-0.5,249.439,0.0222658459218216,22.4647368421053,-0.348414983360888
"435","2018","03",2018-03-01,18436.262,0.030153118831413,102.298,0.0322027314051047,1.01,4,-0.4,249.581,0.0233258983484493,19.0238095238095,-0.332567731038505
"436","2018","04",2018-04-01,18590.004,0.0329615228305563,103.4095,0.033719759727219,1.08,4,-0.4,250.146,0.0243782581810288,18.267619047619,-0.325299986620741
"437","2018","05",2018-05-01,18590.004,0.0329615228305563,102.5408,0.0239028627916962,0.9,3.8,-0.600000000000001,250.779,0.0277659382633072,14.1245454545455,-0.287273496187807
"438","2018","06",2018-06-01,18590.004,0.0329615228305563,103.3045,0.0299120076726599,0.92,4,-0.3,251.118,0.0284850694003595,13.6780952380952,-0.285143332436707
"439","2018","07",2018-07-01,18679.599,0.0305288591237911,103.5474,0.0333123106461283,0.93,3.8,-0.5,251.323,0.0289875247192346,13.147619047619,-0.3102178616464
"440","2018","08",2018-08-01,18679.599,0.0305288591237911,104.1659,0.0447357467742501,0.75,3.8,-0.600000000000001,251.749,0.0267799969818462,12.5469565217391,-0.298096314891555
"441","2018","09",2018-09-01,18679.599,0.0305288591237911,104.1315,0.0439405103836147,0.86,3.7,-0.6,252.239,0.0235518493720454,12.9105263157895,-0.288309182616076
"442","2018","10",2018-10-01,18721.281,0.0232061709539186,103.9874,0.0297005584821958,0.81,3.8,-0.4,252.862,0.0252852497303609,19.3521739130435,-0.270531660872257
"443","2018","11",2018-11-01,18721.281,0.0232061709539186,103.9127,0.0260651901296496,0.64,3.8,-0.4,252.657,0.0217280535740283,19.3890476190476,-0.206236562171865
"444","2018","12",2018-12-01,18721.281,0.0232061709539186,103.867,0.0246365774354441,0.24,3.9,-0.2,252.551,0.019152155929057,24.9531578947368,-0.168615794421742
"445","2019","01",2019-01-01,18833.195,0.0215300151408133,103.3023,0.0192016070073731,0.22,4,0,252.47,0.0149833362144865,19.572380952381,-0.162928524397404
"446","2019","02",2019-02-01,18833.195,0.0215300151408133,102.728,0.0106099882439165,0.28,3.8,-0.3,253.135,0.0148172499087953,15.2305263157895,-0.164098999198513
"447","2019","03",2019-03-01,18833.195,0.0215300151408133,102.8635,0.00552796731118888,0.01,3.8,-0.2,254.273,0.0187995079753667,14.4852380952381,-0.214266085334444
"448","2019","04",2019-04-01,18982.528,0.0211147883561508,102.2543,-0.0111711206417205,0.08,3.6,-0.4,255.163,0.0200562871283172,12.9490476190476,-0.271868729893182
"449","2019","05",2019-05-01,18982.528,0.0211147883561508,102.4519,-0.000866971976033048,-0.21,3.6,-0.2,255.325,0.018127514664306,16.7218181818182,-0.258276616324042
"450","2019","06",2019-06-01,18982.528,0.0211147883561508,102.384,-0.00891055084725258,-0.12,3.6,-0.4,255.361,0.0168964391242364,15.836,-0.202989682393861
"451","2019","07",2019-07-01,19112.653,0.0231832599832577,102.0568,-0.0143953397188148,-0.06,3.7,-0.0999999999999996,255.9,0.0182116240853404,13.3059090909091,-0.21779324786637
"452","2019","08",2019-08-01,19112.653,0.0231832599832577,102.6882,-0.0141860244091396,-0.49,3.7,-0.0999999999999996,256.179,0.0175968921425705,18.9790909090909,-0.21039584736396
"453","2019","09",2019-09-01,19112.653,0.0231832599832577,102.3143,-0.0174510114614694,-0.2,3.5,-0.2,256.596,0.0172733003223134,15.559,-0.223360994190666
"454","2019","10",2019-10-01,19202.31,0.0256942353463955,101.4645,-0.0242615932314876,0.15,3.6,-0.2,257.305,0.0175708489215462,15.4665217391304,-0.195578384455474
"455","2019","11",2019-11-01,19202.31,0.0256942353463955,101.9876,-0.0185261281825994,0.19,3.6,-0.2,257.788,0.0203081648242479,12.5235,-0.225315924336853
"456","2019","12",2019-12-01,19202.31,0.0256942353463955,101.6179,-0.0216536532296109,0.37,3.6,-0.3,258.263,0.0226172139488657,13.7566666666667,-0.262416329217323
"457","2020","01",2020-01-01,18951.992,0.00630785164174208,101.0918,-0.0213983618951369,-0.04,3.5,-0.5,258.682,0.0246049035528974,13.9409523809524,-0.284890175253421
"458","2020","02",2020-02-01,18951.992,0.00630785164174208,101.3247,-0.0136603457674635,-0.14,3.5,-0.3,259.007,0.0231971082623897,19.6289473684211,-0.216255063592783
"459","2020","03",2020-03-01,18951.992,0.00630785164174208,97.4477,-0.0526503570265449,0.59,4.4,0.600000000000001,258.165,0.015306383296693,57.7368181818182,-0.208885777605524
"460","2020","04",2020-04-01,17258.205,-0.0908373742422504,84.2018,-0.176545142844849,0.55,14.7,11.1,256.094,0.00364864811904541,41.4538095238095,-0.257437657294844
"461","2020","05",2020-05-01,17258.205,-0.0908373742422504,85.8434,-0.162110219527407,0.51,13.2,9.6,255.944,0.00242436110839127,30.897,-0.26418700967568
"462","2020","06",2020-06-01,17258.205,-0.0908373742422504,91.1622,-0.109605016408814,0.5,11,7.4,257.217,0.00726814196372976,31.1195454545455,-0.303927987163325
"463","2020","07",2020-07-01,18560.774,-0.0288750598883367,94.8887,-0.0702363781737228,0.46,10.2,6.5,258.543,0.0103282532239156,26.8404545454545,-0.308103311314935
"464","2020","08",2020-08-01,18560.774,-0.0288750598883367,95.8924,-0.0661789767470849,0.61,8.4,4.7,259.58,0.013275873510319,22.8895238095238,-0.300360437244623
"465","2020","09",2020-09-01,18560.774,-0.0288750598883367,95.6019,-0.0656056875725094,0.59,7.9,4.4,260.19,0.0140064537249216,27.647619047619,-0.276407708630841
"466","2020","10",2020-10-01,18767.778,-0.0226291524300984,96.6454,-0.0474954294359111,0.79,6.9,3.3,260.352,0.0118419774197935,29.4386363636364,-0.28189779648867
"467","2020","11",2020-11-01,18767.778,-0.0226291524300984,97.1609,-0.0473263416336888,0.76,6.7,3.1,260.721,0.0113775660620354,24.9955,-0.280871394414412
"468","2020","12",2020-12-01,18767.778,-0.0226291524300984,98.2854,-0.0327944190934866,0.84,6.7,3.1,261.564,0.0127815443946676,22.3740909090909,-0.297379580327458
"469","2021","01",2021-01-01,19055.655,0.00546976803282739,99.4076,-0.0166601049738951,1.05,6.4,2.9,262.2,0.0135997092955829,24.91,-0.288866406866806
"470","2021","02",2021-02-01,19055.655,0.00546976803282739,96.3966,-0.0486367095091325,1.4,6.2,2.7,263.346,0.0167524429841664,23.1405263157895,-0.258614784247222
"471","2021","03",2021-03-01,19055.655,0.00546976803282739,99.1618,0.0175899482491634,1.71,6,1.6,265.028,0.0265837739430209,21.8430434782609,-0.267296479160321
"472","2021","04",2021-04-01,19368.31,0.12226677108077,99.2416,0.178616134096896,1.64,6,-8.7,266.727,0.0415199106578053,17.4161904761905,-0.252823626252364
"473","2021","05",2021-05-01,19368.31,0.12226677108077,99.9226,0.164010279182791,1.57,5.8,-7.4,268.599,0.0494444097146251,19.7605,-0.240004180097333
"474","2021","06",2021-06-01,19368.31,0.12226677108077,100.4704,0.102105916706705,1.4,5.9,-5.1,270.955,0.0534101556273497,16.9568181818182,-0.254745846276014
"475","2021","07",2021-07-01,19478.893,0.0494655556928821,101.1676,0.0661712090059195,1.18,5.4,-4.8,272.184,0.0527610494192456,17.6033333333333,-0.244938581424817
"476","2021","08",2021-08-01,19478.893,0.0494655556928821,101.0927,0.0542305751029278,1.26,5.2,-3.2,273.092,0.0520533168965252,17.4727272727273,-0.227555518635915
"477","2021","09",2021-09-01,19478.893,0.0494655556928821,99.8606,0.0445461857975626,1.48,4.7,-3.2,274.214,0.0538990737537953,19.8247619047619,-0.210824224772542
"478","2021","10",2021-10-01,19810.572,0.0555629973883963,101.2169,0.0473017857031995,1.5,4.6,-2.3,276.59,0.0623694075712881,17.8714285714286,-0.244872759443179
"479","2021","11",2021-11-01,19810.572,0.0555629973883963,102.0298,0.0501117218963595,1.38,4.2,-2.5,278.524,0.0682837209123929,18.5004761904762,-0.243416188021228
"480","2021","12",2021-12-01,19810.572,0.0555629973883963,101.6188,0.0339155154275202,1.46,3.9,-2.8,280.126,0.0709654233763054,21.3545454545455,-0.20833535474376
"481","2022","01",2022-01-01,19810.572,0.0555629973883963,103.0309,0.036448923422354,1.57,4,-2.4,281.933,0.0752593440122044,23.181,-0.214432587661161
"482","2022","02",2022-02-01,19810.572,0.0555629973883963,103.5811,0.0745306369726733,1.48,3.8,-2.4,284.182,0.079120244848982,25.7484210526316,-0.223769091374169
"483","2022","03",2022-03-01,19810.572,0.0555629973883963,103.5811,0.0745306369726733,1.48,3.8,-2.4,284.182,0.079120244848982,31.19,NA
